ISOPais	País	Tipo	Celebración	Descripción	Fecha	Año	Mes	Día
CO	Colombia	"Observance,Christian"	Easter Sunday	"Easter Sunday commemorates Jesus Christ’s resurrection, according to Christian belief."	2086-03-31	2086	3	31
CO	Colombia	Observance	Language Day	Language Day is a observance in Colombia	2086-04-23	2086	4	23
CO	Colombia	Observance	Secretaries' Day	Secretaries' Day is a observance in Colombia	2086-04-26	2086	4	26
CO	Colombia	Observance	Children's Day	Children's Day is a observance in Colombia	2086-04-27	2086	4	27
CO	Colombia	Observance	Day of Trees	Day of Trees is a observance in Colombia	2086-04-29	2086	4	29
CO	Colombia	National holiday	Labor Day / May Day	"Labor Day, or May Day, is a day off for workers in many countries around the world."	2086-05-01	2086	5	1
CO	Colombia	Observance	Mother's Day	Mother’s Day celebrates the achievements and efforts of mothers and mother figures.	2086-05-12	2086	5	12
CO	Colombia	National holiday	Ascension Day	Ascension Day is the 40th day of Easter. It is a religious holiday that commemorates the ascension of Jesus Christ into heaven.	2086-05-13	2086	5	13
CO	Colombia	Observance	Teacher's Day	Teacher's Day is a observance in Colombia	2086-05-15	2086	5	15
CO	Colombia	National holiday	Corpus Christi	Corpus Christi is a Christian feast in honor of the Holy Eucharist.	2086-06-03	2086	6	3
CO	Colombia	National holiday	Sacred Heart	Sacred Heart is a national holiday in Colombia	2086-06-10	2086	6	10
CO	Colombia	Observance	Father's Day	Father’s Day celebrates fatherhood and male parenting on different dates worldwide.	2086-06-16	2086	6	16
CO	Colombia	National holiday	Feast of Saint Peter and Saint Paul	Feast of Saint Peter and Saint Paul is a national holiday in Colombia	2086-07-01	2086	7	1
CO	Colombia	National holiday	Independence Day	Independence Day is a national holiday in Colombia	2086-07-20	2086	7	20
CO	Colombia	National holiday	Battle of Boyacá Day	Battle of Boyacá Day is a national holiday in Colombia	2086-08-07	2086	8	7
CO	Colombia	National holiday	Assumption of Mary	The Christian feast of the Assumption of Mary is on or around Aug 15 in most countries. A few celebrate Assumption Day at other times of the year.	2086-08-19	2086	8	19
CO	Colombia	Observance	Valentine's Day	"Valentine’s Day is a special time to celebrate love, romance and friendship."	2086-09-21	2086	9	21
CO	Colombia	National holiday	Columbus Day	Columbus Day is a national holiday in Colombia	2086-10-14	2086	10	14
CO	Colombia	Observance	Halloween	Halloween is a festive occasion that is celebrated in many countries on October 31 each year.	2086-10-31	2086	10	31
CO	Colombia	National holiday	All Saints' Day	"Many churches honor all their saints on All Saints' Day, also known as All Hallows' Day."	2086-11-04	2086	11	4
CO	Colombia	National holiday	Independence of Cartagena	Independence of Cartagena is a national holiday in Colombia	2086-11-11	2086	11	11
CO	Colombia	Observance	Colombian Women's Day	Colombian Women's Day is a observance in Colombia	2086-11-14	2086	11	14
CO	Colombia	Observance	Eve of the Feast of the Immaculate Conception	Eve of the Feast of the Immaculate Conception is a observance in Colombia	2086-12-07	2086	12	7
CO	Colombia	National holiday	Feast of the Immaculate Conception	The Feast of the Immaculate Conception is a Christian observance on December 8 each year.	2086-12-08	2086	12	8
CO	Colombia	Observance	Christmas Eve	Christmas Eve is the day before Christmas Day and falls on December 24 in the Gregorian calendar.	2086-12-24	2086	12	24
CO	Colombia	"National holiday,Christian"	Christmas Day	Christmas Day is one of the biggest Christian celebrations and falls on December 25 in the Gregorian calendar.	2086-12-25	2086	12	25
CO	Colombia	Observance	New Year's Eve	"New Year’s Eve is the last day of the year, December 31, in the Gregorian calendar."	2086-12-31	2086	12	31
CO	Colombia	National holiday	New Year's Day	"New Year’s Day is the first day of the year, or January 1, in the Gregorian calendar."	2087-01-01	2087	1	1
CO	Colombia	National holiday	Epiphany	Epiphany is a national holiday in Colombia	2087-01-06	2087	1	6
CO	Colombia	Observance	Women's Day	Women's Day is a observance in Colombia	2087-03-08	2087	3	8
CO	Colombia	National holiday	Saint Joseph's Day	Saint Joseph's Day is a national holiday in Colombia	2087-03-24	2087	3	24
CO	Colombia	"Observance,Christian"	Palm Sunday	Palm Sunday is a Christian feast that commemorates Jesus Christ’s entry into Jerusalem. It is also the start of Holy Week.	2087-04-13	2087	4	13
CO	Colombia	"National holiday,Christian"	Maundy Thursday	Maundy Thursday is a Christian observance on the Thursday during Holy Week. It is the day before Good Friday.	2087-04-17	2087	4	17
CO	Colombia	"National holiday,Christian"	Good Friday	Good Friday is a global Christian observance two days before Easter Sunday.	2087-04-18	2087	4	18
CO	Colombia	"Observance,Christian"	Easter Sunday	"Easter Sunday commemorates Jesus Christ’s resurrection, according to Christian belief."	2087-04-20	2087	4	20
CO	Colombia	Observance	Language Day	Language Day is a observance in Colombia	2087-04-23	2087	4	23
CO	Colombia	Observance	Children's Day	Children's Day is a observance in Colombia	2087-04-26	2087	4	26
CO	Colombia	Observance	Secretaries' Day	Secretaries' Day is a observance in Colombia	2087-04-26	2087	4	26
CO	Colombia	Observance	Day of Trees	Day of Trees is a observance in Colombia	2087-04-29	2087	4	29
CO	Colombia	National holiday	Labor Day / May Day	"Labor Day, or May Day, is a day off for workers in many countries around the world."	2087-05-01	2087	5	1
CO	Colombia	Observance	Mother's Day	Mother’s Day celebrates the achievements and efforts of mothers and mother figures.	2087-05-11	2087	5	11
CO	Colombia	Observance	Teacher's Day	Teacher's Day is a observance in Colombia	2087-05-15	2087	5	15
CO	Colombia	National holiday	Ascension Day	Ascension Day is the 40th day of Easter. It is a religious holiday that commemorates the ascension of Jesus Christ into heaven.	2087-06-02	2087	6	2
CO	Colombia	Observance	Father's Day	Father’s Day celebrates fatherhood and male parenting on different dates worldwide.	2087-06-15	2087	6	15
CO	Colombia	National holiday	Corpus Christi	Corpus Christi is a Christian feast in honor of the Holy Eucharist.	2087-06-23	2087	6	23
CO	Colombia	National holiday	Feast of Saint Peter and Saint Paul	Feast of Saint Peter and Saint Paul is a national holiday in Colombia	2087-06-30	2087	6	30
CO	Colombia	National holiday	Sacred Heart	Sacred Heart is a national holiday in Colombia	2087-06-30	2087	6	30
CO	Colombia	National holiday	Independence Day	Independence Day is a national holiday in Colombia	2087-07-20	2087	7	20
CO	Colombia	National holiday	Battle of Boyacá Day	Battle of Boyacá Day is a national holiday in Colombia	2087-08-07	2087	8	7
CO	Colombia	National holiday	Assumption of Mary	The Christian feast of the Assumption of Mary is on or around Aug 15 in most countries. A few celebrate Assumption Day at other times of the year.	2087-08-18	2087	8	18
CO	Colombia	Observance	Valentine's Day	"Valentine’s Day is a special time to celebrate love, romance and friendship."	2087-09-20	2087	9	20
CO	Colombia	National holiday	Columbus Day	Columbus Day is a national holiday in Colombia	2087-10-13	2087	10	13
CO	Colombia	Observance	Halloween	Halloween is a festive occasion that is celebrated in many countries on October 31 each year.	2087-10-31	2087	10	31
CO	Colombia	National holiday	All Saints' Day	"Many churches honor all their saints on All Saints' Day, also known as All Hallows' Day."	2087-11-03	2087	11	3
CO	Colombia	Observance	Colombian Women's Day	Colombian Women's Day is a observance in Colombia	2087-11-14	2087	11	14
CO	Colombia	National holiday	Independence of Cartagena	Independence of Cartagena is a national holiday in Colombia	2087-11-17	2087	11	17
CO	Colombia	Observance	Eve of the Feast of the Immaculate Conception	Eve of the Feast of the Immaculate Conception is a observance in Colombia	2087-12-07	2087	12	7
CO	Colombia	National holiday	Feast of the Immaculate Conception	The Feast of the Immaculate Conception is a Christian observance on December 8 each year.	2087-12-08	2087	12	8
CO	Colombia	Observance	Christmas Eve	Christmas Eve is the day before Christmas Day and falls on December 24 in the Gregorian calendar.	2087-12-24	2087	12	24
CO	Colombia	"National holiday,Christian"	Christmas Day	Christmas Day is one of the biggest Christian celebrations and falls on December 25 in the Gregorian calendar.	2087-12-25	2087	12	25
CO	Colombia	Observance	New Year's Eve	"New Year’s Eve is the last day of the year, December 31, in the Gregorian calendar."	2087-12-31	2087	12	31
CO	Colombia	National holiday	New Year's Day	"New Year’s Day is the first day of the year, or January 1, in the Gregorian calendar."	2088-01-01	2088	1	1
CO	Colombia	National holiday	Epiphany	Epiphany is a national holiday in Colombia	2088-01-12	2088	1	12
CO	Colombia	Observance	Women's Day	Women's Day is a observance in Colombia	2088-03-08	2088	3	8
CO	Colombia	National holiday	Saint Joseph's Day	Saint Joseph's Day is a national holiday in Colombia	2088-03-22	2088	3	22
CO	Colombia	"Observance,Christian"	Palm Sunday	Palm Sunday is a Christian feast that commemorates Jesus Christ’s entry into Jerusalem. It is also the start of Holy Week.	2088-04-04	2088	4	4
CO	Colombia	"National holiday,Christian"	Maundy Thursday	Maundy Thursday is a Christian observance on the Thursday during Holy Week. It is the day before Good Friday.	2088-04-08	2088	4	8
CO	Colombia	"National holiday,Christian"	Good Friday	Good Friday is a global Christian observance two days before Easter Sunday.	2088-04-09	2088	4	9
CO	Colombia	"Observance,Christian"	Easter Sunday	"Easter Sunday commemorates Jesus Christ’s resurrection, according to Christian belief."	2088-04-11	2088	4	11
CO	Colombia	Observance	Language Day	Language Day is a observance in Colombia	2088-04-23	2088	4	23
CO	Colombia	Observance	Children's Day	Children's Day is a observance in Colombia	2088-04-24	2088	4	24
CO	Colombia	Observance	Secretaries' Day	Secretaries' Day is a observance in Colombia	2088-04-26	2088	4	26
CO	Colombia	Observance	Day of Trees	Day of Trees is a observance in Colombia	2088-04-29	2088	4	29
CO	Colombia	National holiday	Labor Day / May Day	"Labor Day, or May Day, is a day off for workers in many countries around the world."	2088-05-01	2088	5	1
CO	Colombia	Observance	Mother's Day	Mother’s Day celebrates the achievements and efforts of mothers and mother figures.	2088-05-09	2088	5	9
CO	Colombia	Observance	Teacher's Day	Teacher's Day is a observance in Colombia	2088-05-15	2088	5	15
CO	Colombia	National holiday	Ascension Day	Ascension Day is the 40th day of Easter. It is a religious holiday that commemorates the ascension of Jesus Christ into heaven.	2088-05-24	2088	5	24
CO	Colombia	National holiday	Corpus Christi	Corpus Christi is a Christian feast in honor of the Holy Eucharist.	2088-06-14	2088	6	14
CO	Colombia	Observance	Father's Day	Father’s Day celebrates fatherhood and male parenting on different dates worldwide.	2088-06-20	2088	6	20
CO	Colombia	National holiday	Sacred Heart	Sacred Heart is a national holiday in Colombia	2088-06-21	2088	6	21
CO	Colombia	National holiday	Feast of Saint Peter and Saint Paul	Feast of Saint Peter and Saint Paul is a national holiday in Colombia	2088-07-05	2088	7	5
CO	Colombia	National holiday	Independence Day	Independence Day is a national holiday in Colombia	2088-07-20	2088	7	20
CO	Colombia	National holiday	Battle of Boyacá Day	Battle of Boyacá Day is a national holiday in Colombia	2088-08-07	2088	8	7
CO	Colombia	National holiday	Assumption of Mary	The Christian feast of the Assumption of Mary is on or around Aug 15 in most countries. A few celebrate Assumption Day at other times of the year.	2088-08-16	2088	8	16
CO	Colombia	Observance	Valentine's Day	"Valentine’s Day is a special time to celebrate love, romance and friendship."	2088-09-18	2088	9	18
CO	Colombia	National holiday	Columbus Day	Columbus Day is a national holiday in Colombia	2088-10-18	2088	10	18
CO	Colombia	Observance	Halloween	Halloween is a festive occasion that is celebrated in many countries on October 31 each year.	2088-10-31	2088	10	31
CO	Colombia	National holiday	All Saints' Day	"Many churches honor all their saints on All Saints' Day, also known as All Hallows' Day."	2088-11-01	2088	11	1
CO	Colombia	Observance	Colombian Women's Day	Colombian Women's Day is a observance in Colombia	2088-11-14	2088	11	14
CO	Colombia	National holiday	Independence of Cartagena	Independence of Cartagena is a national holiday in Colombia	2088-11-15	2088	11	15
CO	Colombia	Observance	Eve of the Feast of the Immaculate Conception	Eve of the Feast of the Immaculate Conception is a observance in Colombia	2088-12-07	2088	12	7
CO	Colombia	National holiday	Feast of the Immaculate Conception	The Feast of the Immaculate Conception is a Christian observance on December 8 each year.	2088-12-08	2088	12	8
CO	Colombia	Observance	Christmas Eve	Christmas Eve is the day before Christmas Day and falls on December 24 in the Gregorian calendar.	2088-12-24	2088	12	24
CO	Colombia	"National holiday,Christian"	Christmas Day	Christmas Day is one of the biggest Christian celebrations and falls on December 25 in the Gregorian calendar.	2088-12-25	2088	12	25
CO	Colombia	Observance	New Year's Eve	"New Year’s Eve is the last day of the year, December 31, in the Gregorian calendar."	2088-12-31	2088	12	31
CO	Colombia	National holiday	New Year's Day	"New Year’s Day is the first day of the year, or January 1, in the Gregorian calendar."	2089-01-01	2089	1	1
CO	Colombia	National holiday	Epiphany	Epiphany is a national holiday in Colombia	2089-01-10	2089	1	10
CO	Colombia	Observance	Women's Day	Women's Day is a observance in Colombia	2089-03-08	2089	3	8
CO	Colombia	National holiday	Saint Joseph's Day	Saint Joseph's Day is a national holiday in Colombia	2089-03-21	2089	3	21
CO	Colombia	"Observance,Christian"	Palm Sunday	Palm Sunday is a Christian feast that commemorates Jesus Christ’s entry into Jerusalem. It is also the start of Holy Week.	2089-03-27	2089	3	27
CO	Colombia	"National holiday,Christian"	Maundy Thursday	Maundy Thursday is a Christian observance on the Thursday during Holy Week. It is the day before Good Friday.	2089-03-31	2089	3	31
CO	Colombia	"National holiday,Christian"	Good Friday	Good Friday is a global Christian observance two days before Easter Sunday.	2089-04-01	2089	4	1
CO	Colombia	"Observance,Christian"	Easter Sunday	"Easter Sunday commemorates Jesus Christ’s resurrection, according to Christian belief."	2089-04-03	2089	4	3
CO	Colombia	Observance	Language Day	Language Day is a observance in Colombia	2089-04-23	2089	4	23
CO	Colombia	Observance	Secretaries' Day	Secretaries' Day is a observance in Colombia	2089-04-26	2089	4	26
CO	Colombia	Observance	Day of Trees	Day of Trees is a observance in Colombia	2089-04-29	2089	4	29
CO	Colombia	Observance	Children's Day	Children's Day is a observance in Colombia	2089-04-30	2089	4	30
CO	Colombia	National holiday	Labor Day / May Day	"Labor Day, or May Day, is a day off for workers in many countries around the world."	2089-05-01	2089	5	1
CO	Colombia	Observance	Mother's Day	Mother’s Day celebrates the achievements and efforts of mothers and mother figures.	2089-05-08	2089	5	8
CO	Colombia	Observance	Teacher's Day	Teacher's Day is a observance in Colombia	2089-05-15	2089	5	15
CO	Colombia	National holiday	Ascension Day	Ascension Day is the 40th day of Easter. It is a religious holiday that commemorates the ascension of Jesus Christ into heaven.	2089-05-16	2089	5	16
CO	Colombia	National holiday	Corpus Christi	Corpus Christi is a Christian feast in honor of the Holy Eucharist.	2089-06-06	2089	6	6
CO	Colombia	National holiday	Sacred Heart	Sacred Heart is a national holiday in Colombia	2089-06-13	2089	6	13
CO	Colombia	Observance	Father's Day	Father’s Day celebrates fatherhood and male parenting on different dates worldwide.	2089-06-19	2089	6	19
CO	Colombia	National holiday	Feast of Saint Peter and Saint Paul	Feast of Saint Peter and Saint Paul is a national holiday in Colombia	2089-07-04	2089	7	4
CO	Colombia	National holiday	Independence Day	Independence Day is a national holiday in Colombia	2089-07-20	2089	7	20
CO	Colombia	National holiday	Battle of Boyacá Day	Battle of Boyacá Day is a national holiday in Colombia	2089-08-07	2089	8	7
CO	Colombia	National holiday	Assumption of Mary	The Christian feast of the Assumption of Mary is on or around Aug 15 in most countries. A few celebrate Assumption Day at other times of the year.	2089-08-15	2089	8	15
CO	Colombia	Observance	Valentine's Day	"Valentine’s Day is a special time to celebrate love, romance and friendship."	2089-09-17	2089	9	17
CO	Colombia	National holiday	Columbus Day	Columbus Day is a national holiday in Colombia	2089-10-17	2089	10	17
CO	Colombia	Observance	Halloween	Halloween is a festive occasion that is celebrated in many countries on October 31 each year.	2089-10-31	2089	10	31
CO	Colombia	National holiday	All Saints' Day	"Many churches honor all their saints on All Saints' Day, also known as All Hallows' Day."	2089-11-07	2089	11	7
CO	Colombia	National holiday	Independence of Cartagena	Independence of Cartagena is a national holiday in Colombia	2089-11-14	2089	11	14
CO	Colombia	Observance	Colombian Women's Day	Colombian Women's Day is a observance in Colombia	2089-11-14	2089	11	14
CO	Colombia	Observance	Eve of the Feast of the Immaculate Conception	Eve of the Feast of the Immaculate Conception is a observance in Colombia	2089-12-07	2089	12	7
CO	Colombia	National holiday	Feast of the Immaculate Conception	The Feast of the Immaculate Conception is a Christian observance on December 8 each year.	2089-12-08	2089	12	8
CO	Colombia	Observance	Christmas Eve	Christmas Eve is the day before Christmas Day and falls on December 24 in the Gregorian calendar.	2089-12-24	2089	12	24
CO	Colombia	"National holiday,Christian"	Christmas Day	Christmas Day is one of the biggest Christian celebrations and falls on December 25 in the Gregorian calendar.	2089-12-25	2089	12	25
CO	Colombia	Observance	New Year's Eve	"New Year’s Eve is the last day of the year, December 31, in the Gregorian calendar."	2089-12-31	2089	12	31
CO	Colombia	National holiday	New Year's Day	"New Year’s Day is the first day of the year, or January 1, in the Gregorian calendar."	2090-01-01	2090	1	1
CO	Colombia	National holiday	Epiphany	Epiphany is a national holiday in Colombia	2090-01-09	2090	1	9
CO	Colombia	Observance	Women's Day	Women's Day is a observance in Colombia	2090-03-08	2090	3	8
CO	Colombia	National holiday	Saint Joseph's Day	Saint Joseph's Day is a national holiday in Colombia	2090-03-20	2090	3	20
CO	Colombia	"Observance,Christian"	Palm Sunday	Palm Sunday is a Christian feast that commemorates Jesus Christ’s entry into Jerusalem. It is also the start of Holy Week.	2090-04-09	2090	4	9
CO	Colombia	"National holiday,Christian"	Maundy Thursday	Maundy Thursday is a Christian observance on the Thursday during Holy Week. It is the day before Good Friday.	2090-04-13	2090	4	13
CO	Colombia	"National holiday,Christian"	Good Friday	Good Friday is a global Christian observance two days before Easter Sunday.	2090-04-14	2090	4	14
CO	Colombia	"Observance,Christian"	Easter Sunday	"Easter Sunday commemorates Jesus Christ’s resurrection, according to Christian belief."	2090-04-16	2090	4	16
CO	Colombia	Observance	Language Day	Language Day is a observance in Colombia	2090-04-23	2090	4	23
CO	Colombia	Observance	Secretaries' Day	Secretaries' Day is a observance in Colombia	2090-04-26	2090	4	26
CO	Colombia	Observance	Children's Day	Children's Day is a observance in Colombia	2090-04-29	2090	4	29
CO	Colombia	Observance	Day of Trees	Day of Trees is a observance in Colombia	2090-04-29	2090	4	29
CO	Colombia	National holiday	Labor Day / May Day	"Labor Day, or May Day, is a day off for workers in many countries around the world."	2090-05-01	2090	5	1
CO	Colombia	Observance	Mother's Day	Mother’s Day celebrates the achievements and efforts of mothers and mother figures.	2090-05-14	2090	5	14
CO	Colombia	Observance	Teacher's Day	Teacher's Day is a observance in Colombia	2090-05-15	2090	5	15
CO	Colombia	National holiday	Ascension Day	Ascension Day is the 40th day of Easter. It is a religious holiday that commemorates the ascension of Jesus Christ into heaven.	2090-05-29	2090	5	29
CO	Colombia	Observance	Father's Day	Father’s Day celebrates fatherhood and male parenting on different dates worldwide.	2090-06-18	2090	6	18
CO	Colombia	National holiday	Corpus Christi	Corpus Christi is a Christian feast in honor of the Holy Eucharist.	2090-06-19	2090	6	19
CO	Colombia	National holiday	Sacred Heart	Sacred Heart is a national holiday in Colombia	2090-06-26	2090	6	26
CO	Colombia	National holiday	Feast of Saint Peter and Saint Paul	Feast of Saint Peter and Saint Paul is a national holiday in Colombia	2090-07-03	2090	7	3
CO	Colombia	National holiday	Independence Day	Independence Day is a national holiday in Colombia	2090-07-20	2090	7	20
CO	Colombia	National holiday	Battle of Boyacá Day	Battle of Boyacá Day is a national holiday in Colombia	2090-08-07	2090	8	7
CO	Colombia	National holiday	Assumption of Mary	The Christian feast of the Assumption of Mary is on or around Aug 15 in most countries. A few celebrate Assumption Day at other times of the year.	2090-08-21	2090	8	21
CO	Colombia	Observance	Valentine's Day	"Valentine’s Day is a special time to celebrate love, romance and friendship."	2090-09-16	2090	9	16
CO	Colombia	National holiday	Columbus Day	Columbus Day is a national holiday in Colombia	2090-10-16	2090	10	16
CO	Colombia	Observance	Halloween	Halloween is a festive occasion that is celebrated in many countries on October 31 each year.	2090-10-31	2090	10	31
CO	Colombia	National holiday	All Saints' Day	"Many churches honor all their saints on All Saints' Day, also known as All Hallows' Day."	2090-11-06	2090	11	6
CO	Colombia	National holiday	Independence of Cartagena	Independence of Cartagena is a national holiday in Colombia	2090-11-13	2090	11	13
CO	Colombia	Observance	Colombian Women's Day	Colombian Women's Day is a observance in Colombia	2090-11-14	2090	11	14
CO	Colombia	Observance	Eve of the Feast of the Immaculate Conception	Eve of the Feast of the Immaculate Conception is a observance in Colombia	2090-12-07	2090	12	7
CO	Colombia	National holiday	Feast of the Immaculate Conception	The Feast of the Immaculate Conception is a Christian observance on December 8 each year.	2090-12-08	2090	12	8
CO	Colombia	Observance	Christmas Eve	Christmas Eve is the day before Christmas Day and falls on December 24 in the Gregorian calendar.	2090-12-24	2090	12	24
CO	Colombia	"National holiday,Christian"	Christmas Day	Christmas Day is one of the biggest Christian celebrations and falls on December 25 in the Gregorian calendar.	2090-12-25	2090	12	25
CO	Colombia	Observance	New Year's Eve	"New Year’s Eve is the last day of the year, December 31, in the Gregorian calendar."	2090-12-31	2090	12	31
CO	Colombia	National holiday	New Year's Day	"New Year’s Day is the first day of the year, or January 1, in the Gregorian calendar."	2091-01-01	2091	1	1
CO	Colombia	National holiday	Epiphany	Epiphany is a national holiday in Colombia	2091-01-08	2091	1	8
CO	Colombia	Observance	Women's Day	Women's Day is a observance in Colombia	2091-03-08	2091	3	8
CO	Colombia	National holiday	Saint Joseph's Day	Saint Joseph's Day is a national holiday in Colombia	2091-03-19	2091	3	19
CO	Colombia	"Observance,Christian"	Palm Sunday	Palm Sunday is a Christian feast that commemorates Jesus Christ’s entry into Jerusalem. It is also the start of Holy Week.	2091-04-01	2091	4	1
CO	Colombia	"National holiday,Christian"	Maundy Thursday	Maundy Thursday is a Christian observance on the Thursday during Holy Week. It is the day before Good Friday.	2091-04-05	2091	4	5
CO	Colombia	"National holiday,Christian"	Good Friday	Good Friday is a global Christian observance two days before Easter Sunday.	2091-04-06	2091	4	6
CO	Colombia	"Observance,Christian"	Easter Sunday	"Easter Sunday commemorates Jesus Christ’s resurrection, according to Christian belief."	2091-04-08	2091	4	8
CO	Colombia	Observance	Language Day	Language Day is a observance in Colombia	2091-04-23	2091	4	23
CO	Colombia	Observance	Secretaries' Day	Secretaries' Day is a observance in Colombia	2091-04-26	2091	4	26
CO	Colombia	Observance	Children's Day	Children's Day is a observance in Colombia	2091-04-28	2091	4	28
CO	Colombia	Observance	Day of Trees	Day of Trees is a observance in Colombia	2091-04-29	2091	4	29
CO	Colombia	National holiday	Labor Day / May Day	"Labor Day, or May Day, is a day off for workers in many countries around the world."	2091-05-01	2091	5	1
CO	Colombia	Observance	Mother's Day	Mother’s Day celebrates the achievements and efforts of mothers and mother figures.	2091-05-13	2091	5	13
CO	Colombia	Observance	Teacher's Day	Teacher's Day is a observance in Colombia	2091-05-15	2091	5	15
CO	Colombia	National holiday	Ascension Day	Ascension Day is the 40th day of Easter. It is a religious holiday that commemorates the ascension of Jesus Christ into heaven.	2091-05-21	2091	5	21
CO	Colombia	National holiday	Corpus Christi	Corpus Christi is a Christian feast in honor of the Holy Eucharist.	2091-06-11	2091	6	11
CO	Colombia	Observance	Father's Day	Father’s Day celebrates fatherhood and male parenting on different dates worldwide.	2091-06-17	2091	6	17
CO	Colombia	National holiday	Sacred Heart	Sacred Heart is a national holiday in Colombia	2091-06-18	2091	6	18
CO	Colombia	National holiday	Feast of Saint Peter and Saint Paul	Feast of Saint Peter and Saint Paul is a national holiday in Colombia	2091-07-02	2091	7	2
CO	Colombia	National holiday	Independence Day	Independence Day is a national holiday in Colombia	2091-07-20	2091	7	20
CO	Colombia	National holiday	Battle of Boyacá Day	Battle of Boyacá Day is a national holiday in Colombia	2091-08-07	2091	8	7
CO	Colombia	National holiday	Assumption of Mary	The Christian feast of the Assumption of Mary is on or around Aug 15 in most countries. A few celebrate Assumption Day at other times of the year.	2091-08-20	2091	8	20
CO	Colombia	Observance	Valentine's Day	"Valentine’s Day is a special time to celebrate love, romance and friendship."	2091-09-15	2091	9	15
CO	Colombia	National holiday	Columbus Day	Columbus Day is a national holiday in Colombia	2091-10-15	2091	10	15
CO	Colombia	Observance	Halloween	Halloween is a festive occasion that is celebrated in many countries on October 31 each year.	2091-10-31	2091	10	31
CO	Colombia	National holiday	All Saints' Day	"Many churches honor all their saints on All Saints' Day, also known as All Hallows' Day."	2091-11-05	2091	11	5
CO	Colombia	National holiday	Independence of Cartagena	Independence of Cartagena is a national holiday in Colombia	2091-11-12	2091	11	12
CO	Colombia	Observance	Colombian Women's Day	Colombian Women's Day is a observance in Colombia	2091-11-14	2091	11	14
CO	Colombia	Observance	Eve of the Feast of the Immaculate Conception	Eve of the Feast of the Immaculate Conception is a observance in Colombia	2091-12-07	2091	12	7
CO	Colombia	National holiday	Feast of the Immaculate Conception	The Feast of the Immaculate Conception is a Christian observance on December 8 each year.	2091-12-08	2091	12	8
CO	Colombia	Observance	Christmas Eve	Christmas Eve is the day before Christmas Day and falls on December 24 in the Gregorian calendar.	2091-12-24	2091	12	24
CO	Colombia	"National holiday,Christian"	Christmas Day	Christmas Day is one of the biggest Christian celebrations and falls on December 25 in the Gregorian calendar.	2091-12-25	2091	12	25
CO	Colombia	Observance	New Year's Eve	"New Year’s Eve is the last day of the year, December 31, in the Gregorian calendar."	2091-12-31	2091	12	31
CO	Colombia	National holiday	New Year's Day	"New Year’s Day is the first day of the year, or January 1, in the Gregorian calendar."	2092-01-01	2092	1	1
CO	Colombia	National holiday	Epiphany	Epiphany is a national holiday in Colombia	2092-01-07	2092	1	7
CO	Colombia	Observance	Women's Day	Women's Day is a observance in Colombia	2092-03-08	2092	3	8
CO	Colombia	"Observance,Christian"	Palm Sunday	Palm Sunday is a Christian feast that commemorates Jesus Christ’s entry into Jerusalem. It is also the start of Holy Week.	2092-03-23	2092	3	23
CO	Colombia	National holiday	Saint Joseph's Day	Saint Joseph's Day is a national holiday in Colombia	2092-03-24	2092	3	24
CO	Colombia	"National holiday,Christian"	Maundy Thursday	Maundy Thursday is a Christian observance on the Thursday during Holy Week. It is the day before Good Friday.	2092-03-27	2092	3	27
CO	Colombia	"National holiday,Christian"	Good Friday	Good Friday is a global Christian observance two days before Easter Sunday.	2092-03-28	2092	3	28
CO	Colombia	"Observance,Christian"	Easter Sunday	"Easter Sunday commemorates Jesus Christ’s resurrection, according to Christian belief."	2092-03-30	2092	3	30
CO	Colombia	Observance	Language Day	Language Day is a observance in Colombia	2092-04-23	2092	4	23
CO	Colombia	Observance	Children's Day	Children's Day is a observance in Colombia	2092-04-26	2092	4	26
CO	Colombia	Observance	Secretaries' Day	Secretaries' Day is a observance in Colombia	2092-04-26	2092	4	26
CO	Colombia	Observance	Day of Trees	Day of Trees is a observance in Colombia	2092-04-29	2092	4	29
CO	Colombia	National holiday	Labor Day / May Day	"Labor Day, or May Day, is a day off for workers in many countries around the world."	2092-05-01	2092	5	1
CO	Colombia	Observance	Mother's Day	Mother’s Day celebrates the achievements and efforts of mothers and mother figures.	2092-05-11	2092	5	11
CO	Colombia	National holiday	Ascension Day	Ascension Day is the 40th day of Easter. It is a religious holiday that commemorates the ascension of Jesus Christ into heaven.	2092-05-12	2092	5	12
CO	Colombia	Observance	Teacher's Day	Teacher's Day is a observance in Colombia	2092-05-15	2092	5	15
CO	Colombia	National holiday	Corpus Christi	Corpus Christi is a Christian feast in honor of the Holy Eucharist.	2092-06-02	2092	6	2
CO	Colombia	National holiday	Sacred Heart	Sacred Heart is a national holiday in Colombia	2092-06-09	2092	6	9
CO	Colombia	Observance	Father's Day	Father’s Day celebrates fatherhood and male parenting on different dates worldwide.	2092-06-15	2092	6	15
CO	Colombia	National holiday	Feast of Saint Peter and Saint Paul	Feast of Saint Peter and Saint Paul is a national holiday in Colombia	2092-06-30	2092	6	30
CO	Colombia	National holiday	Independence Day	Independence Day is a national holiday in Colombia	2092-07-20	2092	7	20
CO	Colombia	National holiday	Battle of Boyacá Day	Battle of Boyacá Day is a national holiday in Colombia	2092-08-07	2092	8	7
CO	Colombia	National holiday	Assumption of Mary	The Christian feast of the Assumption of Mary is on or around Aug 15 in most countries. A few celebrate Assumption Day at other times of the year.	2092-08-18	2092	8	18
